id,input_title,recommended_id,recommended_title,genres,similarity_score,reason
tm433381,Mirage,tm514257,The Legacy of the Bones,crime thriller european,0.0982,"similar genres: european, thriller; shares cast members: Ana, Fernández, Francesc, Marta, Miquel, Orella, Wagener, Álvaro"
tm433381,Mirage,tm299764,The Motive,drama thriller comedy crime european,0.0927,"similar genres: drama, european, thriller; shares cast members: Adriana, Antonio, Gutiérrez, Javier, de"
tm433381,Mirage,tm857430,The Occupant,thriller european horror drama,0.0889,"similar genres: drama, european, thriller; shares cast members: Aleida, Gutiérrez, Javier, Ruth, Toni, Torrent"
tm349278,Ravenous,tm856375,The Decline,thriller action,0.0992,"similar genres: action, thriller; shares cast members: Grondin, Marc-André, Proulx"
tm349278,Ravenous,ts21979,Spotless,crime comedy drama european,0.0957,"similar genres: drama; shares cast members: Grondin, Marc-André"
tm349278,Ravenous,ts82375,Beyblade Burst Turbo,scifi action,0.0863,"similar genres: action, scifi"
tm349278,Ravenous,tm275004,Bon Cop Bad Cop 2,crime comedy action,0.0854,"similar genres: action; shares cast members: Marc-André, Patrick"
tm349278,Ravenous,tm33981,Bon Cop Bad Cop,comedy crime action scifi drama thriller,0.0795,"similar genres: action, drama, scifi, thriller; shares cast members: Martin, Patrick, Robert"
tm363488,RBG,tm431347,Reversing Roe,documentation,0.2336,"similar genres: documentation; shares cast members: Anthony, Bader, Barack, Bill, Bush, Clarence, Clinton, Day, Donald, George, Ginsburg, Gloria, H., John, Kennedy, M., O'Connor, Obama, Paul, Ruth, Sandra, Steinem, Thomas, Trump, W."
tm363488,RBG,tm443073,"Out of Many, One",documentation,0.1936,"similar genres: documentation; shares cast members: Bader, Ginsburg, Ruth"
tm363488,RBG,tm244788,13th,documentation history crime,0.1054,"similar genres: documentation; shares cast members: Barack, Bill, Bush, Carter, Clinton, David, Donald, George, H., James, Jimmy, John, Jr., Obama, Trump, W."
tm363488,RBG,tm98475,We Are Family,drama family comedy,0.0974,shares cast members: Ginsburg
tm363488,RBG,tm313974,Get Me Roger Stone,documentation history,0.0922,"similar genres: documentation; shares cast members: Bill, Bush, Clinton, David, Donald, Harry, James, Jane, John, Jr., Kennedy, M., Paul, Trump"
tm315424,An Evening with Beverly Luff Linn,ts38770,Lady Dynamite,drama comedy,0.0862,"similar genres: comedy; shares cast members: Bamford, Maria"
tm315424,An Evening with Beverly Luff Linn,tm469911,Bonnie & Clyde,drama crime european,0.0753,"similar genres: crime; shares cast members: Carl, Emile, Hirsch, Michael"
tm315424,An Evening with Beverly Luff Linn,ts271593,Spycraft,documentation,0.0745,shares cast members: Berry
tm315424,An Evening with Beverly Luff Linn,tm427335,Freaks,scifi thriller drama,0.074,"shares cast members: Bruce, Emile, Hirsch"
tm315424,An Evening with Beverly Luff Linn,tm319354,Santa Pac's Merry Berry Day,animation comedy action,0.0732,"similar genres: comedy; shares cast members: Matt, Sam"
ts57303,Friends from College,ts255104,Deaf U,reality documentation drama,0.1512,similar genres: drama
ts57303,Friends from College,tm138792,Results,comedy romance,0.1118,"similar genres: comedy; shares cast members: Cobie, Smulders"
ts57303,Friends from College,tm977997,Captain Underpants: Mega Blissmas,animation comedy family,0.106,"similar genres: comedy; shares cast members: Faxon, Nat"
ts57303,Friends from College,ts235655,Outer Banks,thriller action drama romance crime,0.1046,similar genres: drama
ts57303,Friends from College,ts82372,The Epic Tales of Captain Underpants,animation comedy action family,0.1044,"similar genres: comedy; shares cast members: Faxon, Nat"
tm310899,Mary Magdalene,ts225522,Unorthodox,drama,0.0785,"similar genres: drama; shares cast members: David, Haas, Shira"
tm310899,Mary Magdalene,ts32271,Shtisel,drama,0.0781,"similar genres: drama; shares cast members: Haas, Michael, Shira, Shtrauss, Zohar"
tm310899,Mary Magdalene,tm449195,The Boy Who Harnessed the Wind,drama history,0.0637,"similar genres: drama, history; shares cast members: Chiwetel, Ejiofor"
tm310899,Mary Magdalene,tm467955,Francesco De Carlo: Cose di Questo Mondo,comedy,0.0584,shares cast members: Francesco
tm310899,Mary Magdalene,tm321627,Ali's Wedding,romance comedy drama,0.054,"similar genres: drama; shares cast members: Corr, Ryan"
ts56594,Disjointed,ts57281,All Hail King Julien: Exiled,animation comedy family fantasy,0.1248,"similar genres: comedy; shares cast members: Betsy, Michael, Sodaro"
ts56594,Disjointed,tm464435,Grass Is Greener,documentation,0.087,similar description and thematic content
ts56594,Disjointed,ts3799,All Hail King Julien,comedy family fantasy animation action,0.0838,"similar genres: comedy; shares cast members: Betsy, Michael, Sodaro"
ts56594,Disjointed,tm1130264,Nicole Byer: BBW (Big Beautiful Weirdo),comedy,0.0814,similar genres: comedy; shares cast members: Nicole
ts56594,Disjointed,ts81898,Kazoops!,animation comedy family fantasy,0.0723,similar genres: comedy
ts76313,Sisters,ts20280,Marco Polo,action drama history documentation,0.1149,"similar genres: drama; shares cast members: Hii, Remy"
ts76313,Sisters,tm57382,Kath & Kimderella,comedy,0.0776,"similar genres: comedy; shares cast members: Barry, Magda, Szubanski"
ts76313,Sisters,ts81208,Charmed,drama scifi fantasy,0.0721,similar genres: drama
ts76313,Sisters,ts90937,Stateless,drama,0.072,"similar genres: drama; shares cast members: Angelico, Dan, Maria, Spielman"
ts76313,Sisters,ts89747,High Seas,crime drama comedy,0.0635,"similar genres: comedy, drama"
tm417496,Dumplin',tm1110389,Single All the Way,romance comedy drama,0.0867,"similar genres: comedy, drama; shares cast members: Dan, Finnerty, Jennifer, Kathy, Luke, Najimy"
tm417496,Dumplin',tm316414,Hell Fest,horror thriller,0.0773,"shares cast members: Bex, Brooke, Milton, Saul, Taylor-Klaus"
tm417496,Dumplin',ts20824,The Originals,scifi drama fantasy horror,0.0677,similar genres: drama; shares cast members: Danielle
tm417496,Dumplin',tm320727,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",comedy documentation,0.0666,similar genres: comedy; shares cast members: Macdonald
tm417496,Dumplin',tm160371,A Very Harold & Kumar Christmas,comedy fantasy romance,0.0655,similar genres: comedy; shares cast members: Dan
tm352588,Tau,tm681614,Grandmother's Farm,comedy horror,0.0736,similar genres: horror
tm352588,Tau,tm358609,Sara's Notebook,thriller drama european,0.0658,similar genres: thriller
tm352588,Tau,tm46436,Thir13en Ghosts,horror thriller fantasy,0.0657,"similar genres: horror, thriller; shares cast members: Murray"
tm352588,Tau,ts82375,Beyblade Burst Turbo,scifi action,0.0579,similar genres: scifi
tm352588,Tau,tm187118,What the Fish,drama comedy,0.0567,similar description and thematic content
ts79660,Creeped Out,ts81858,Larva,comedy family animation drama horror thriller,0.1742,"similar genres: drama, family, horror, thriller"
ts79660,Creeped Out,ts22489,Goosebumps,scifi thriller family fantasy horror music,0.1623,"similar genres: family, fantasy, horror, scifi, thriller"
ts79660,Creeped Out,ts88361,"Love, Death & Robots",scifi animation thriller horror comedy fantasy drama action,0.1581,"similar genres: action, drama, fantasy, horror, scifi, thriller"
ts79660,Creeped Out,ts58133,Manhunt,crime drama thriller,0.1579,"similar genres: crime, drama, thriller"
ts79660,Creeped Out,ts82375,Beyblade Burst Turbo,scifi action,0.1463,"similar genres: action, scifi"
tm314477,Skins,ts93981,Monarca,drama,0.1572,"similar genres: drama; shares cast members: Antonio, Gómez, Hoyos, Juan, Luis, María, Rosa, de, la"
tm314477,Skins,tm428073,When Angels Sleep,thriller drama horror action crime fantasy european,0.1194,"similar genres: drama, european, fantasy; shares cast members: Adolfo, Antonio, Carmen, Fernández, Juan, Luis"
tm314477,Skins,tm463038,Despite Everything,comedy european,0.119,"similar genres: comedy, european; shares cast members: Ana, Climent, Jesús, Joaquín, Juan, Macarena, Martínez, María, de"
tm314477,Skins,ts56511,Cable Girls,drama history european,0.1189,"similar genres: drama, european; shares cast members: Ana, Fernández, Peña, Polvorosa, de"
tm314477,Skins,tm1127695,The Endless Trench,drama history thriller war action european,0.1171,"similar genres: drama, european; shares cast members: Antonio, Enrique, Fernández, Gómez, Joaquín, María, Nacho, de, la"
ts75263,Wormwood,tm270490,The B-Side: Elsa Dorfman's Portrait Photography,documentation,0.2794,similar genres: documentation; same director (Errol Morris)
ts75263,Wormwood,ts296214,How to Become a Tyrant,documentation war history,0.1177,similar genres: documentation; shares cast members: Peter
ts75263,Wormwood,ts269185,Cold Case Files,crime documentation,0.1097,"similar genres: crime, documentation"
ts75263,Wormwood,ts36015,Into the Badlands,action drama,0.1031,similar genres: drama
ts75263,Wormwood,tm816432,Bypass Road,thriller drama,0.0883,similar genres: drama; shares cast members: Peter
tm368241,Duck Butter,tm408306,Seth Rogen's Hilarity for Charity,comedy documentation,0.0915,"similar genres: comedy; shares cast members: Cohen, Kumail, Michelle, Nanjiani, Wolf, Zach"
tm368241,Duck Butter,ts80751,The Break with Michelle Wolf,comedy,0.0745,"similar genres: comedy; shares cast members: Michelle, Wolf"
tm368241,Duck Butter,tm455568,Paddleton,drama comedy,0.0736,"similar genres: comedy, drama; shares cast members: A., Carlos, Duplass, Marguerite, Mark, Salazar"
tm368241,Duck Butter,tm348845,Marc Maron: Too Real,comedy,0.073,"similar genres: comedy; shares cast members: Marc, Maron"
tm368241,Duck Butter,tm182227,Marc Maron: Thinky Pain,comedy,0.0726,"similar genres: comedy; shares cast members: Marc, Maron"
tm503797,Never Stop Dreaming: The Life and Legacy of Shimon Peres,tm357272,Barbra: The Music ... The Mem'ries ... The Magic!,documentation music,0.1865,"similar genres: documentation; shares cast members: Barbra, Streisand"
tm503797,Never Stop Dreaming: The Life and Legacy of Shimon Peres,ts342732,Our Great National Parks,documentation,0.1502,"similar genres: documentation; shares cast members: Barack, Obama"
tm503797,Never Stop Dreaming: The Life and Legacy of Shimon Peres,tm831125,American Factory: A Conversation with the Obamas,documentation,0.145,"similar genres: documentation; shares cast members: Barack, Obama"
tm503797,Never Stop Dreaming: The Life and Legacy of Shimon Peres,tm890674,Becoming,documentation,0.1389,"similar genres: documentation; shares cast members: Barack, Obama"
tm503797,Never Stop Dreaming: The Life and Legacy of Shimon Peres,tm244788,13th,documentation history crime,0.1219,"similar genres: documentation; shares cast members: Barack, Bush, George, Obama, W."
tm244175,The Zookeeper's Wife,tm367264,Milada,drama history european,0.0971,"similar genres: drama, history; shares cast members: Alena, Anna, Daniel, Hana, Jitka, Marián, Mihulová, Mitaš, Smutná"
tm244175,The Zookeeper's Wife,tm701033,Na stojáka v kině,comedy,0.0662,"shares cast members: Arnošt, Daniel, Ester, Kočičková"
tm244175,The Zookeeper's Wife,tm185208,Elena,documentation european drama family,0.0588,similar genres: drama; shares cast members: Petra
tm244175,The Zookeeper's Wife,tm166978,Mission: Impossible - Ghost Protocol,thriller action,0.0526,"shares cast members: Brian, Caspe, Daniel, Goran, Jessica, Ladislav, Martin, Michael, Petra"
tm244175,The Zookeeper's Wife,tm1185506,The Taming of the Shrewd,romance comedy,0.0523,"shares cast members: Lamparska, Magdalena"
tm321224,"Game Over, Man!",tm813936,Adam Devine: Best Time of Our Lives,comedy,0.1215,"similar genres: comedy; shares cast members: Adam, Andrew, DeVine, Santino"
tm321224,"Game Over, Man!",tm814644,Coffee & Kareem,crime action comedy,0.0972,"similar genres: action, comedy; shares cast members: 'Big, Andrew, Bachelor, Garfield, Sleeps', Steve, Stewart, William, Wilson"
tm321224,"Game Over, Man!",tm330869,Show Dogs,comedy crime family,0.0821,"similar genres: comedy; shares cast members: Anders, Anderson, Andy, Blake, Daniel, Holm, Natasha"
tm321224,"Game Over, Man!",tm855483,Have a Good Trip: Adventures in Psychedelics,documentation comedy,0.0814,"similar genres: comedy; shares cast members: Adam, Anderson, Blake, DeVine, Fred, Joel, Natasha, Steve"
tm321224,"Game Over, Man!",ts78707,The Joel McHale Show with Joel McHale,comedy,0.0792,"similar genres: comedy; shares cast members: Joel, McHale"
ts90596,Polly Pocket,ts21511,My Little Pony: Friendship Is Magic,comedy scifi animation fantasy family drama music,0.1281,"similar genres: animation, comedy, family, fantasy; shares cast members: Chan-Kent, Evans, Kazumi, Shannon"
ts90596,Polly Pocket,ts35244,Tiny House Nation,reality,0.127,similar description and thematic content
ts90596,Polly Pocket,tm994923,"Our Lady of San Juan, Four Centuries of Miracles",drama history,0.1216,similar description and thematic content
ts90596,Polly Pocket,ts237722,The Cuphead Show!,animation comedy family fantasy action,0.1088,"similar genres: animation, comedy, family, fantasy"
ts90596,Polly Pocket,tm941493,StarBeam: Halloween Hero,animation,0.1065,"similar genres: animation; shares cast members: Rees, Rhona"
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,comedy,0.2151,"similar genres: comedy; shares cast members: Martin, Steve"
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,ts11794,The Cat in the Hat Knows a Lot About That!,animation family fantasy scifi comedy,0.1585,"similar genres: comedy; shares cast members: Martin, Short"
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,tm406881,Bathtubs Over Broadway,comedy music documentation,0.1488,"similar genres: comedy; shares cast members: Martin, Short, Steve"
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,ts325991,Only Jokes Allowed,comedy,0.1368,similar genres: comedy
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,tm186461,No Direction Home: Bob Dylan,documentation music,0.1331,shares cast members: Martin
tm285107,Victoria & Abdul,tm187279,Philomena,drama comedy european,0.1044,"similar genres: drama; shares cast members: Dench, Glyn, Judi, Martin, McCabe, Michael, Rita, Ruth, Sophie; same director (Stephen Frears)"
tm285107,Victoria & Abdul,tm233482,The Foreigner,action thriller crime drama european,0.1027,"similar genres: drama; shares cast members: Hudson, Jonathan, Julian, Martin, Michael, Nicolas, Paul, Robin, Savidis-Macris, Shaun, Simon, Stuart, Tim, Williams"
tm285107,Victoria & Abdul,tm270504,Mindhorn,comedy thriller,0.0902,"shares cast members: Callow, Christopher, Julian, Lois, McCabe, Olivia, Robin, Simon"
tm285107,Victoria & Abdul,tm433228,Red Joan,thriller history romance drama,0.0897,"similar genres: drama, history; shares cast members: Dench, Judi, Robin, Simon, Soans, Sophie, Stuart"
tm285107,Victoria & Abdul,ts53106,Tokyo Trial,drama history,0.0692,"similar genres: drama, history; shares cast members: Jonathan, Julian, Michael, Paul, Tim, Wadham"
tm319882,Hampstead,ts80059,Trump: An American Dream,documentation european,0.1115,similar description and thematic content
tm319882,Hampstead,tm183039,Donald Glover: Weirdo,comedy documentation,0.1038,similar genres: comedy
tm319882,Hampstead,tm902870,7 Yards: The Chris Norton Story,documentation,0.0915,shares cast members: Norton
tm319882,Hampstead,tm156453,FTA,war documentation music comedy,0.0812,similar genres: comedy; shares cast members: Peter
tm319882,Hampstead,tm833216,Things Heard & Seen,horror drama thriller,0.0732,"similar genres: drama; shares cast members: James, Norton, Peter, Smith"
tm420274,Hannah Gadsby: Nanette,tm885860,Hannah Gadsby: Douglas,comedy,0.552,"similar genres: comedy; shares cast members: Gadsby, Hannah"
tm420274,Hannah Gadsby: Nanette,tm987599,Best of Stand-up 2020,comedy,0.1097,"similar genres: comedy; shares cast members: Gadsby, Hannah"
tm420274,Hannah Gadsby: Nanette,ts272366,Amend: The Fight for America,war documentation history,0.0927,"similar genres: documentation; shares cast members: Gadsby, Hannah"
tm420274,Hannah Gadsby: Nanette,tm152904,Tom Segura: Completely Normal,comedy documentation,0.0916,"similar genres: comedy, documentation"
tm420274,Hannah Gadsby: Nanette,tm813938,Mike Epps: Only One Mike,comedy,0.0843,similar genres: comedy
tm233294,War Machine,tm140389,Paddington,comedy family fantasy animation european,0.0786,"similar genres: comedy; shares cast members: Alexander, Ben, Brown, Daniel, Downie, Jones, Justin, Michael, Rufus, Sean, Simon, Tim, Vic, Waghorn, Wright"
tm233294,War Machine,tm32982,Les Misérables,drama history romance war,0.0754,"similar genres: drama, war; shares cast members: Alexander, Amy, Andrew, Brown, Chris, Clare, Cohen, Crowe, Daniel, Downie, Georgina, Hall, John, Jones, Michael, Nicholas, Richard, Russell, Sean, Simon, Tim"
tm233294,War Machine,ts105441,Greatest Events of WWII in Colour,documentation history war,0.0712,similar genres: war; shares cast members: Derek
tm233294,War Machine,tm238377,The Legacy of a Whitetail Deer Hunter,comedy drama,0.0662,"similar genres: comedy, drama; shares cast members: Josh, McNairy, Scoot"
tm233294,War Machine,ts104449,The Liberator,action drama war animation,0.0652,"similar genres: drama, war"
tm320255,Bad Genius,ts213611,Bangkok Love Stories: Plead,drama,0.063,"similar genres: drama; shares cast members: Chanon, Santinatornkul"
tm320255,Bad Genius,ts289982,Bangkok Breaking,thriller action crime drama,0.061,"similar genres: crime, drama, thriller; shares cast members: Boonthanakit, Sahajak, Santinatornkul"
tm320255,Bad Genius,tm932201,Hope Frozen,documentation,0.055,shares cast members: Naovaratpong
tm320255,Bad Genius,tm826677,Tee Shot: Ariya Jutanugarn,drama,0.0472,"similar genres: drama; shares cast members: Thaneth, Warakulnukroh"
tm320255,Bad Genius,tm1038364,Ghost Lab,thriller drama horror scifi,0.044,"similar genres: drama, thriller; shares cast members: Bulakul, Kanjana, Suquan, Vinaipanid"
ts83745,Norm Macdonald Has a Show,tm1209228,Norm Macdonald: Nothing Special,comedy documentation,0.2857,"similar genres: comedy; shares cast members: Adam, Macdonald, Norm"
ts83745,Norm Macdonald Has a Show,tm320727,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",comedy documentation,0.2403,"similar genres: comedy; shares cast members: Macdonald, Norm"
ts83745,Norm Macdonald Has a Show,ts349921,That’s My Time with David Letterman,comedy,0.1386,similar genres: comedy
ts83745,Norm Macdonald Has a Show,ts320502,Getting Curious with Jonathan Van Ness,comedy reality,0.1114,similar genres: comedy
ts83745,Norm Macdonald Has a Show,ts272422,Buried by the Bernards,reality,0.1071,similar description and thematic content
ts57814,Kakegurui,ts22426,The Irregular at Magic High School,action scifi animation drama fantasy romance,0.0801,"similar genres: action, animation, drama; shares cast members: Hayami, Saori"
ts57814,Kakegurui,ts222522,Spriggan,animation action war scifi drama thriller,0.075,"similar genres: action, animation, drama, thriller; shares cast members: Hayami, Ise, Mariya, Saori"
ts57814,Kakegurui,ts317297,The Orbital Children,scifi animation drama fantasy,0.0644,"similar genres: animation, drama; shares cast members: Ise, Mariya"
ts57814,Kakegurui,tm425138,Godzilla: The Planet Eater,scifi fantasy horror animation action,0.0631,"similar genres: action, animation; shares cast members: Hayami, Saori, Sugita, Tomokazu"
ts57814,Kakegurui,ts51368,Skylanders Academy,action animation comedy family fantasy,0.0581,"similar genres: action, animation"
ts85810,Al Hayba,tm456271,Aziza,drama,0.1731,"similar genres: drama; shares cast members: Abdel, Amayri, Moneim"
ts85810,Al Hayba,ts221472,Valentino,comedy,0.1026,"shares cast members: Abdel, Hassan, Shahin"
ts85810,Al Hayba,tm19608,The Blazing Sun,crime romance drama,0.0927,"similar genres: crime, drama, romance; shares cast members: Abdel"
ts85810,Al Hayba,tm135083,Cairo Station,drama crime comedy,0.0815,"similar genres: crime, drama; shares cast members: Abdel, Hassan, Issa"
ts85810,Al Hayba,tm465864,Hajwala 2: Mysterious Mission,action comedy,0.0746,similar genres: action; shares cast members: Abdo
tm412623,The Kissing Booth,tm921206,The Kissing Booth 3,romance comedy,0.5697,"similar genres: comedy, romance; shares cast members: Allen, Bianca, Blacher, Bosch, Byron, Caitlyn, Carson, Chase, Chloe, Courtney, Dallas, Daniel, Eady, Elordi, Evan, Frances, Hengst, Hilton, Jacob, Jennings, Joel, Joey, Joshua, Judd, Juliet, King, Krok, Langley, Lynn, Madliwa, Megan, Meganne, Michelle, Molly, Morné, Nathan, Pelser, Plessis, Ringwald, Rowe, Sanda, Shandu, Sholto-Douglas, Stephen, Trent, Visser, White, Williams, Young, Zandile, de, du; same director (Vince Marcello)"
tm412623,The Kissing Booth,tm483997,The Kissing Booth 2,comedy romance,0.4962,"similar genres: comedy, romance; shares cast members: Allen, Bianca, Bosch, Byron, Carson, Chloe, Courtney, D., Daniel, David, Eady, Elordi, Evan, Frances, Hengst, Hilton, Jacob, Jennings, Joel, Joey, Joshua, Judd, King, Krok, Langley, Lynn, Madliwa, Meganne, Michelle, Molly, Morin, Morné, Nathan, Pelser, Ringwald, Rowe, Sanda, Schultz, Shandu, Sholto-Douglas, Stephen, Trent, Visser, Waldemar, White, Williams, Young, Zandile, du; same director (Vince Marcello)"
tm412623,The Kissing Booth,tm239683,Team Foxcatcher,documentation crime history sport,0.1037,"shares cast members: Dan, Schultz, du"
tm412623,The Kissing Booth,tm132675,100 Things to Do Before High School,,0.0881,similar description and thematic content
tm412623,The Kissing Booth,tm347850,SPF-18,romance drama sport,0.0776,"similar genres: romance; shares cast members: Bianca, Carson, Molly, Ringwald, White"
ts84904,Tidelands,ts353837,"Web of Make Believe: Death, Lies and the Internet",crime documentation,0.1007,similar genres: crime
ts84904,Tidelands,ts288195,Invisible City,thriller drama crime fantasy,0.0819,"similar genres: crime, drama, fantasy; shares cast members: Marco, Pigossi"
ts84904,Tidelands,ts82375,Beyblade Burst Turbo,scifi action,0.0792,similar genres: scifi
ts84904,Tidelands,tm253083,Blue Jay,romance drama,0.07,similar genres: drama
ts84904,Tidelands,tm1044289,Interceptor,thriller action drama,0.0685,"similar genres: drama; shares cast members: Elsa, Pataky"
tm374313,The Forgiven,tm360904,The Meaning of Monty Python,documentation,0.0811,"shares cast members: Eric, Terry"
tm374313,The Forgiven,tm902870,7 Yards: The Chris Norton Story,documentation,0.0785,shares cast members: Norton
tm374313,The Forgiven,tm357479,Day of the Dead: Bloodline,horror action scifi thriller drama european,0.075,"similar genres: thriller; shares cast members: Debbie, Gum, Jeff, Sherman"
tm374313,The Forgiven,tm148597,Monty Python: Live (Mostly),documentation comedy music,0.0717,"shares cast members: Eric, Terry"
tm374313,The Forgiven,tm311902,Jim Norton: Mouthful of Shame,comedy,0.0699,"shares cast members: Norton, Robert"
ts41527,Gypsy,tm934040,American Murder: The Family Next Door,documentation thriller crime,0.1243,similar genres: thriller; shares cast members: Watts
ts41527,Gypsy,ts235758,Never Have I Ever,comedy drama,0.0929,"similar genres: drama; shares cast members: Jagannathan, Poorna"
ts41527,Gypsy,tm59880,Mike Birbiglia: What I Should Have Said Was Nothing,comedy,0.0865,similar description and thematic content
ts41527,Gypsy,tm177258,Delhi Belly,comedy action crime thriller,0.0805,"similar genres: thriller; shares cast members: Jagannathan, Poorna"
ts41527,Gypsy,tm244880,I Am the Pretty Thing That Lives in the House,horror thriller drama,0.0804,"similar genres: drama, thriller; shares cast members: Boynton, Lucy"
tm411311,King of Thieves,ts237208,The Big Flower Fight,reality,0.0929,similar description and thematic content
tm411311,King of Thieves,ts33338,Top Boy,drama crime thriller european,0.0771,"similar genres: crime, drama"
tm411311,King of Thieves,ts268608,The Ripper,documentation crime,0.0762,"similar genres: crime; shares cast members: Bruce, Whitehouse"
tm411311,King of Thieves,ts77525,The Toys That Made Us,documentation comedy history,0.0734,similar genres: history
tm411311,King of Thieves,tm140389,Paddington,comedy family fantasy animation european,0.0731,"shares cast members: Ben, Broadbent, Gambon, Jim, Martin, Matt, Michael, Tim, Tom"
ts215037,Minecraft: Story Mode,ts189405,Killer Ratings,documentation crime,0.123,similar description and thematic content
ts215037,Minecraft: Story Mode,ts89231,You vs. Wild,reality action,0.1159,similar description and thematic content
ts215037,Minecraft: Story Mode,ts56589,Tayo the Little Bus,animation comedy family,0.0905,similar description and thematic content
ts215037,Minecraft: Story Mode,ts21421,Pocoyo,animation family comedy european,0.0837,similar description and thematic content
ts215037,Minecraft: Story Mode,ts331681,Trivia Quest,family fantasy animation,0.0798,similar description and thematic content
tm368040,The Titan,tm1107848,Making Malinche: A Documentary by Nacho Cano,documentation music,0.102,shares cast members: Cano
tm368040,The Titan,ts101874,Frontera Verde,crime drama thriller scifi,0.0711,"similar genres: drama, scifi, thriller; shares cast members: Cano"
tm368040,The Titan,ts80600,Luis Miguel: The Series,drama history music romance,0.0689,"similar genres: drama, romance; shares cast members: Boneta, Diego"
tm368040,The Titan,tm828326,The Crystal Calls - Making The Dark Crystal: Age of Resistance,documentation,0.0616,"shares cast members: Emmanuel, Nathalie"
tm368040,The Titan,ts58152,Cathedral of the Sea,drama history,0.0616,"similar genres: drama; shares cast members: Andrés, González, Nathalie, Poza"
tm324155,Security,tm357479,Day of the Dead: Bloodline,horror action scifi thriller drama european,0.1806,"similar genres: action, european, thriller; shares cast members: Atanas, Bashar, Blankenship, Lillian, Mark, Rahal, Rhino, Shari, Smith, Srebrev, Velev, Velimir, Watson"
tm324155,Security,tm348003,Acts of Vengeance,drama thriller action crime european,0.1076,"similar genres: action, crime, european, thriller; shares cast members: Antonio, Banderas, Blankenship, Lillian, Mark, Rhino, Smith"
tm324155,Security,tm215638,Boyka: Undisputed IV,action drama european,0.0958,"similar genres: action, european; shares cast members: Atanas, Bashar, Genko, Georgi, Ivanov, Peev, Rahal, Shopov, Stefan, Velizar"
tm324155,Security,tm218186,Septembers of Shiraz,drama thriller western,0.0926,"similar genres: thriller; shares cast members: Bashar, Ben, Dimitrov, Gabriella, Ivailo, Rahal, Wright"
tm324155,Security,tm414584,Rambo: Last Blood,drama action crime thriller western,0.0853,"similar genres: action, crime, thriller; shares cast members: Atanas, Dimitrov, Georgi, Srebrev, de, la"
ts84533,Transformers: Cyberverse,ts272134,Transformers: War for Cybertron: Earthrise,animation action scifi,0.1252,"similar genres: action, animation, scifi"
ts84533,Transformers: Cyberverse,ts21544,Transformers: Prime,action animation comedy drama family scifi,0.1098,"similar genres: action, animation, scifi"
ts84533,Transformers: Cyberverse,ts35987,Transformers: Robots In Disguise,comedy scifi animation action,0.1012,"similar genres: action, animation, scifi"
ts84533,Transformers: Cyberverse,ts82375,Beyblade Burst Turbo,scifi action,0.0931,"similar genres: action, scifi"
ts84533,Transformers: Cyberverse,ts85250,Kulipari: Dream Walker,animation action fantasy,0.0928,"similar genres: action, animation"
tm244148,Mowgli: Legend of the Jungle,ts108392,The Letter for the King,action family fantasy scifi,0.1332,"similar genres: action, fantasy; shares cast members: Ashbourne, Jack, Peter, Serkis"
tm244148,Mowgli: Legend of the Jungle,tm1073510,SAS: Red Notice,thriller action drama,0.1234,"similar genres: action, drama; shares cast members: Andy, Serkis, Tom"
tm244148,Mowgli: Legend of the Jungle,tm174683,Arthur Christmas,drama animation family comedy fantasy,0.0789,"similar genres: drama, fantasy; shares cast members: Andy, Jack, Peter, Rhys, Serkis"
tm244148,Mowgli: Legend of the Jungle,tm44730,The Amazing Spider-Man,action fantasy scifi,0.0706,"similar genres: action, fantasy; shares cast members: Andy, Harris, John, Rhys, Tom"
tm244148,Mowgli: Legend of the Jungle,ts329699,The Andy Warhol Diaries,documentation,0.0606,shares cast members: Andy
ts55231,Abstract: The Art of Design,ts297729,Quarantine Tales,,0.1823,similar description and thematic content
ts55231,Abstract: The Art of Design,ts110703,Interior Design Masters,reality,0.1643,similar description and thematic content
ts55231,Abstract: The Art of Design,ts35256,Chef's Table,documentation,0.1535,similar genres: documentation
ts55231,Abstract: The Art of Design,tm836077,Holy Expectations,comedy,0.1243,similar description and thematic content
ts55231,Abstract: The Art of Design,ts258169,Holiday Home Makeover with Mr. Christmas,reality,0.1226,similar description and thematic content
tm363248,A Futile and Stupid Gesture,ts35775,Wet Hot American Summer: First Day of Camp,comedy,0.1006,"similar genres: comedy; shares cast members: David, Joe, John, Lo, Michael, Paul, Rich, Rudd, Sommer, Truglio, Wain"
tm363248,A Futile and Stupid Gesture,tm855483,Have a Good Trip: Adventures in Psychedelics,documentation comedy,0.0998,"similar genres: comedy; shares cast members: Ben, David, Forte, Franklin, Joel, Lennon, Lyonne, Natasha, Nelson, Paul, Scheer, Thomas, Will"
